category,title,company,location,salary_min,salary_max,salary_mid,days_ago,detail_url,description
Digital Marketing,Digital Marketing Executive,Global HR Solutions (Pvt) Ltd,Colombo,90000.0,100000.0,95000.0,13.0,https://ikman.lk/en/ad/digital-marketing-executive-colombo-429,"Job Description Develop creative concepts, designs, and layouts for digital and print media
Design engaging social media content, including graphics and videos
Lead and support creative ideas for campaigns and promotions
Edit and enhance images, videos, and other visual content when required
Stay updated with current design trends, tools, and AI-based creative technologies
Requirements Diploma in Graphic Designing, Advertising, or Marketing from a recognized institute
Certification in AI development will be considered an added advantage
Minimum 3 years of experience in creative designing
Proficiency in Adobe Photoshop, Illustrator, and related design tools
Strong creativity, attention to detail, and visual communication skills
Apply Now
outsource@humanresources.lk"
Digital Marketing,Digital Marketing Intern,Property Lanka SL PVT,Colombo,40000.0,50000.0,45000.0,13.0,https://ikman.lk/en/ad/digital-marketing-intern-colombo,"We re Hiring Digital Marketing Intern
Join our growing team and kick-start your career in digital marketing Position
Digital Marketing Intern Requirements Basic knowledge of Digital Marketing Basic Graphic Design and Editing Skills Ability to manage social media pages Creative thinking and willingness to learn Good communication skills Responsibilities Create and schedule social media content Perform basic photo and video editing Assist with digital marketing campaigns Monitor page engagement and customer interactions Salary
Rs. 40,000 Rs. 50,000 per month How to Apply
Send your CV to propertylanka.com@gmail.com Contact
+94 70 311 1111
Join us and gain valuable hands-on experience in the digital marketing industr"
Digital Marketing,Social Media Executive (Female),Social Media Executive (Female),Kurunegala,,,,13.0,https://ikman.lk/en/ad/social-media-executive-female-kurunegala,"Social Media Executive (Female) Job Responsibilities Manage and maintain social media platforms including Facebook, Instagram, TikTok & YouTube Create engaging and creative digital content Plan and execute social media marketing campaigns Monitor social media performance and audience engagement Work efficiently to meet deadlines and targets alazab2325@gmail.com / Al Azab International
No. 03, 2nd Floor, YMBA building,
Bodhiraja Mw,
Kurunegala"
Digital Marketing,Social Media Executive,Opel Arts,Colombo,50000.0,60000.0,55000.0,13.0,https://ikman.lk/en/ad/social-media-executive-needed-to-our-printing-shop-in-nugegoda-colombo,"We need a creative social media handler, tiktok, facebook, instagram"
Digital Marketing,Social Media Content Creator,Kandula Modernhomes (Pvt) Ltd,Kandy,35000.0,150000.0,92500.0,16.0,https://ikman.lk/en/ad/social-media-content-creator-kandy,"Vacancy Social Media Content Creator
Kandula Digital Marketing Team
Are you creative, confident, and passionate about social media Join the Kandula Digital Marketing Team and help create engaging content that reaches thousands of customers every day Job Responsibilities
Create attractive social media content for Facebook, TikTok, Instagram, and YouTube.
Design promotional posts, banners, and advertisements.
Create and edit short-form videos (Reels, TikToks, Shorts).
Present products and promotions through Facebook & TikTok Live sessions.
Develop creative content ideas and follow current social media trends.
Work closely with the marketing team to increase brand awareness and customer engagement. Requirements
Age between 25 40 years.
Good knowledge of Adobe Photoshop & Illustrator.
Experience in social media content creation and video editing.
Confident personality with good communication skills.
Ability to present on Facebook Live and TikTok Live.
Creative mindset and ability to work independently. Benefits
Attractive Salary Package
Performance-Based Incentives
Career Growth Opportunities
Training & Development Programs
Friendly Working Environment
Company Tours & Team Events Location
Kandula Digital Marketing Team Apply Now
Send your CV and portfolio before 30th June 2026. 070 66 22 813 WhatsApp 070 66 22 813
Be the creative voice behind the Kandula brand"
Digital Marketing,Digital Marketing Executive,Nicstop Computer,Kegalle,,,,16.0,https://ikman.lk/en/ad/digital-marketing-executive-kegalle-2,"Digital Marketing Executive Nicstop Computers, 221, Main Street, Kegalle 1 3 years experience preferred Trainees are welcome to apply Good knowledge in digital marketing & social media Creative and communication skills preferred Negotiable Apply via Apply Now or contact directly for more details. 77 777 5884 niroshanrsm@yahoo.com"
Digital Marketing,Content Creator - Bambalapitiya,The Garage Clothing Store,Colombo,,,,19.0,https://ikman.lk/en/ad/content-creator-bambalapitiya-colombo-1,"WE RE HIRING CONTENT CREATOR Location Bambalapitiya (On-Site) Company THE GARAGE CLOTHING
Are you a creative storyteller with a passion for fashion and social media Join our team as a Content Creator and help bring our brand to life Requirements Male or Female candidates can apply
Proven experience in content creation
Strong photography and videography skills
Knowledge of social media platforms and trends
Creative mindset with attention to detail
Ability to create engaging photo and video content Responsibilities Create content for social media platforms
Capture product photos and videos
Develop creative campaign ideas
Work closely with the marketing team
Stay updated with the latest digital trends Position Full-Time Work Location Bambalapitiya Branch (On-Site)
Join THE GARAGE CLOTHING and be part of a fast-growing fashion brand Call/WhatsApp 074 124 0536"
Digital Marketing,Content Creator - Bambalapitiya,The Garage Clothing Store,Colombo,,,,19.0,https://ikman.lk/en/ad/content-creator-bambalapitiya-colombo,"WE RE HIRING CONTENT CREATOR Location Bambalapitiya (On-Site) Company THE GARAGE CLOTHING
Are you a creative storyteller with a passion for fashion and social media Join our team as a Content Creator and help bring our brand to life Requirements Male or Female candidates can apply
Proven experience in content creation
Strong photography and videography skills
Knowledge of social media platforms and trends
Creative mindset with attention to detail
Ability to create engaging photo and video content Responsibilities Create content for social media platforms
Capture product photos and videos
Develop creative campaign ideas
Work closely with the marketing team
Stay updated with the latest digital trends Position Full-Time Work Location Bambalapitiya Branch (On-Site)
Join THE GARAGE CLOTHING and be part of a fast-growing fashion brand Call/WhatsApp 074 124 0536"
Digital Marketing,Digital Marketing Assistant Manager,Signature,Colombo,,,,19.0,https://ikman.lk/en/ad/digital-marketing-assistant-manager-colombo,"DIGITAL MARKETING ASSISTANT MANAGER Minimum 3+ years of experience in Marketing, Digital Marketing, or E-Commerce Operations. Strong understanding of marketing strategies, brand management, and customer engagement. Experience in planning, executing, and monitoring marketing campaigns. Knowledge of social media platforms, digital marketing tools, and e-commerce operations. Excellent communication, leadership, and team management skills. Strong analytical, problem-solving, and organizational abilities. Ability to work in a fast-paced and results-oriented environment. Develop and implement marketing strategies to drive business growth. Plan, execute, and monitor marketing campaigns across multiple channels. Manage brand presence and customer engagement initiatives. Oversee e-commerce operations and digital marketing tools. Analyze campaign performance and optimize for results. Lead and coordinate with internal teams to ensure seamless execution. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. If you feel you are the right individual for the above position, then apply via of this advert. & 077 007 0373 dilanslm@signature.lk"
Digital Marketing,Digital Marketing Influencer (Female),Mr.Vihanga Kollurage,Colombo,50000.0,150000.0,100000.0,20.0,https://ikman.lk/en/ad/digital-marketing-influencer-female-colombo,"WE ARE HIRING Digital Marketing Influencer (Female) Position Digital Marketing Influencer Type Full-Time / Part-Time
We are looking for a creative and confident female Digital Marketing Influencer to join our team.
Requirements Create engaging and creative content for social media Strong communication and presentation skills Confident in front of camera Good understanding of digital marketing trends Ability to build audience engagement Creative mindset with fresh ideas Team player with positive attitude
Responsibilities Create video and photo content Promote brand awareness across social platforms Plan and execute content campaigns Engage with online audiences and followers Support marketing and promotional activities Apply Now
Send your CV + portfolio/social media links"
Digital Marketing,Digital Marketing Executive,World Express CMB (Pvt) Ltd,Colombo,,,,20.0,https://ikman.lk/en/ad/digital-marketing-executive-colombo-427,"Digital Marketing executives School leavers, Interns, Trainees, or Retirees may apply for the above posts. Full-time or Part-time arrangements can be considered for some positions. Retired service personnel are welcome to apply. Roles vary by position on-the-job training will be provided for trainee roles. We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate. Accommodation / Lodging will be provided for some positions. If you feel you are the right individual for the above position, then apply via on this advert. & Please apply with your Expected Salary and contact details. ceo@worldexpcmb.com , afa.wexp@yahoo.com
World Express CMB Ltd
No 80 Muhandiram Road, (Near Liberty Plaza)
Colombo 3.
Tel Website www.worldexpresscmb.com"
Digital Marketing,Digital Marketing Executive,Mydear Enterprise,Colombo,58000.0,85000.0,71500.0,22.0,https://ikman.lk/en/ad/marketing-executive-battaramulla-colombo-11,"Digital Marketing
Job Title Marketing Executive Digital Marketing, Social Media & Marketing
Location Battaramulla
Employment Type Full-Time
About the Role
We are looking for a creative, energetic, and results-driven Marketing Executive to join our team. The ideal candidate should have a passion for digital marketing, social media management, content creation, and online audience engagement.
Key Responsibilities
Manage and update company social media platforms (Facebook, Instagram, TikTok, LinkedIn, YouTube, etc.)
Create engaging posts, reels, stories, and promotional content
Design basic graphics using Canva or similar tools
Edit and upload videos for social media and YouTube
Plan and schedule content calendars
Respond to messages, comments, and customer inquiries
Assist with digital advertising campaigns (Meta Ads, Google Ads)
Generate leads through social media and online platforms
Monitor campaign performance and prepare reports
Stay updated with the latest digital marketing trends
Requirements
Basic knowledge of Digital Marketing and Social Media Management
Familiarity with Facebook, Instagram, TikTok, LinkedIn, and YouTube
Experience with Canva, CapCut, Photoshop, or similar tools is an advantage
Good communication and content-writing skills
Creative mindset with attention to detail
Ability to work independently and as part of a team
Willingness to learn and grow in the marketing field
Preferred Qualifications
Previous experience in marketing, social media management, or content creation
Knowledge of Meta Business Suite and social media analytics
Basic understanding of paid advertising campaigns
Benefits Attractive salary package Friendly and professional work environment Training and career development opportunities Opportunity to work on exciting marketing projects
How to Apply
Interested candidates are invited to send their updated CV to sameeramahathanthrige@gmail.com or WhatsApp Join our team and help us grow our digital presence while building your marketing career"
Digital Marketing,Social Media Expert,A PLUS Eco (PVT)LTD,Colombo,,,,23.0,https://ikman.lk/en/ad/social-media-expert-colombo-1,"WE ARE HIRING SOCIAL MEDIA EXPERT / CONTENT CREATOR A PLUS Eco (PVT) LTD
We are looking for a creative and passionate Social Media Expert / Content Creator to join our team and help grow our brands across digital platforms.
Requirements Experience managing Facebook, Instagram, TikTok, YouTube, and LinkedIn Knowledge of Canva, Photoshop, Illustrator, CapCut, Premiere Pro, or similar tools Strong photography and videography skills Ability to create engaging content, reels, and promotional videos Excellent communication and creative thinking skills Previous experience in digital marketing will be an added advantage
Responsibilities Create and manage social media content for all company brands Design graphics, advertisements, and promotional materials Produce and edit photos, videos, reels, and short-form content Manage social media campaigns and online engagement Monitor performance and suggest growth strategies Support marketing activities and brand development
Benefits Attractive salary package + performance incentives Career growth opportunities Hands-on experience with multiple brands and industries Friendly and innovative work environment EPF/ETF benefits Location Athurugiriya Working Hours 9.00 AM 6.00 PM Contact 071 726 0469
Website - www.apluseco.lk Send your CV and portfolio today
rohithacrown@gmail.com
Work with A PLUS Eco, A PLUS Solar, A PLUS Eco DRIVE, and A PLUS Streetwear to create content that inspires and drives results"
Digital Marketing,Social Media Executive - Female,Sawana Cellular,Gampaha,45000.0,70000.0,57500.0,23.0,https://ikman.lk/en/ad/content-creator-and-presenter-female-gampaha,"Female Content Creator & Presenter (Mobile Shop) - NIttambuwa Sawana Cellular Female Content Creator / Presenter . (Phones & Accessories) promotional videos . TikTok, Reels Facebook (Short Videos) . . . 1825 , / . Social Media (TikTok/Instagram) . , upload Social Media . . .
Full-Time . Call Now - 070 603 7332 Sawana Cellular Paradise
No.17/B, New Super Market, Nittambuwa.
-----------------------------------------------------------------------------------------------------
Female Content Creator & Presenter (Mobile Shop) - Nittambuwa
Sawana Cellular in Nittambuwa city is looking for a talented and creative Female Content Creator / Presenter immediately.
Responsibilities Recording promotional videos for our mobile phones and accessories. Creating attractive short videos for TikTok, Reels, and Facebook. Presenting product reviews and ideas clearly and confidently in front of the camera.
Requirements & Qualifications For Females only. Age must be between 1825 years. Ability to appear confidently in front of the camera with an active, friendly look and personality. Basic English knowledge and basic knowledge of Social Media (TikTok/Instagram). Basic knowledge of video recording, uploading, and managing Social Media.
Benefits Attractive Salary Package. Very friendly working environment. This is a Full-Time permanent job. Call Now - 070 603 7332 Sawana Cellular Paradise
No.17/B, New Super Market, Nittambuwa."
Digital Marketing,Social Media Presenter (Female),Private Poster,Kurunegala,,,,25.0,https://ikman.lk/en/ad/social-media-presenter-females-only-kurunegala,"Social Media Executive
If you are good looking you can apply
We will give you Traning how to promote our brand
Contact Praveen"
Digital Marketing,Digital Marketer,Luxe Salon,Colombo,,,,26.0,https://ikman.lk/en/ad/digital-marketer-colombo-1,"Digital Marketer cum Receptionist for a salon 1-2 Experienced Employees
Luxury Ladies salon in colombo 5 We are seeking a proactive and organized Digital Marketer cum Receptionist to manage our social media presence, handle customer inquiries, and support front-desk operations. The ideal candidate will be responsible for engaging with customers online and over the phone, creating social media content, and ensuring smooth day-to-day communication with clients and visitors.
Digital Marketing & Social Media
Manage and maintain company social media accounts (Facebook, Instagram, TikTok, LinkedIn, etc.).
Create, schedule, and publish engaging content including posts, stories, reels, and promotional campaigns.
Respond promptly to social media messages, comments, and customer inquiries.
Monitor social media performance and provide regular reports on engagement and growth.
Coordinate with management to promote products, services, events, and special offers.
Assist with basic graphic design, photography, and video content creation.
Reception & Customer Service
Answer incoming phone calls professionally and direct them to the appropriate departments.
Handle customer inquiries via phone, WhatsApp, email, and social media platforms.
Welcome and assist visitors, clients, and guests.
Schedule appointments and maintain calendars as required. salary - basic salary 60,000 - 80,000
and excellent opportunities for career development is on offer for the correct candidate.
Location at narahenpita colombo 5 If you feel you are the right individual for the above position, then apply via of this advert. & Seherasamath@hotmail.com narahenpita, colombo 5"
Digital Marketing,Digital Marketer,Luxe Salon,Colombo,,,,26.0,https://ikman.lk/en/ad/digital-marketer-colombo,"Digital Marketer cum Receptionist for a salon 1-2 Experienced Employees
Luxury Ladies salon in colombo 5 We are seeking a proactive and organized Digital Marketer cum Receptionist to manage our social media presence, handle customer inquiries, and support front-desk operations. The ideal candidate will be responsible for engaging with customers online and over the phone, creating social media content, and ensuring smooth day-to-day communication with clients and visitors.
Digital Marketing & Social Media
Manage and maintain company social media accounts (Facebook, Instagram, TikTok, LinkedIn, etc.).
Create, schedule, and publish engaging content including posts, stories, reels, and promotional campaigns.
Respond promptly to social media messages, comments, and customer inquiries.
Monitor social media performance and provide regular reports on engagement and growth.
Coordinate with management to promote products, services, events, and special offers.
Assist with basic graphic design, photography, and video content creation.
Reception & Customer Service
Answer incoming phone calls professionally and direct them to the appropriate departments.
Handle customer inquiries via phone, WhatsApp, email, and social media platforms.
Welcome and assist visitors, clients, and guests.
Schedule appointments and maintain calendars as required. salary - basic salary 60,000 - 80,000
and excellent opportunities for career development is on offer for the correct candidate.
Location at narahenpita colombo 5 If you feel you are the right individual for the above position, then apply via of this advert. & Seherasamath@hotmail.com narahenpita, colombo 5"
Digital Marketing,Video Making Content Creator,LuxuryX PVT LTD,Colombo,,,,26.0,https://ikman.lk/en/ad/video-making-content-creator-colombo,"Join our Team Open Position Video shooting Reels/TikTok-style content creation Basic video editing Creative storytelling Social media trends Working with a camera or smartphone for more information
075 800 1264
WhatsApp Us your CV to 075 800 1264"
Digital Marketing,Call Center Officer â Female Work From Home,Call Center Officer â Female Work From Home,Colombo,40000.0,100000.0,70000.0,27.0,https://ikman.lk/en/ad/call-center-officer-female-work-from-home-colombo,"( Online Call Centre Executive - Female ) / . . , 18 - 30 , ,
.. (/) , (Microsoft Office , Excel ),
.. (/) , . Online . CV Whatsapp .
We are looking for energetic individuals (female) for our Driver (Call Center) operations.
Passed the G. C. E. O/L examination Good Communication skills in Sinhala and English Previous experience in similar position is an added advantage Job Responsibilities Driver Confirmation through voice calls Data recording + Analyzing Candidate Should Have Basic IT knowledge (Microsoft Excel, Word, Basic internet and Email) Fluency in Sinhala, English Previous work experience in a similar role would be an added advantage.
You can apply by send the CV to the number mentioned via Whatsapp."
Digital Marketing,Social Media Activator,NELSONS TADING COMPANY,Colombo,35000.0,45000.0,40000.0,28.0,https://ikman.lk/en/ad/social-media-activator-colombo,"Location
Pettah, Colombo Position
Social Media Activator Requirements Good knowledge of Social Media Marketing Knowledge of Online Marketing and Digital Promotion Proficiency in Microsoft Excel Creative thinking and content creation skills Good communication and interpersonal skills Ability to work independently and as part of a team Key Responsibilities
Manage and grow the company s social media platforms
Create engaging content and promotional campaigns
Monitor online customer interactions and inquiries
Support digital marketing activities and brand awareness campaigns
Prepare and maintain marketing reports using Microsoft Excel Apply Now
Call 077 742 4048"
Digital Marketing,Social Media Manager,Private Poster,Colombo,40000.0,60000.0,50000.0,30.0,https://ikman.lk/en/ad/social-media-management-colombo,"Manage all the social media platforms and company website, creating innovative videos, and pictures , this job is that commission base"
Digital Marketing,Digital Marketing Executive,Yuhang Private Limited,Puttalam,95000.0,100000.0,97500.0,30.0,https://ikman.lk/en/ad/digital-marketing-executive-puttalam-1,"Hiring Digital Marketing Officer Social Media + Lead Gen Growth-focused company looking for a creative + results-driven Digital Marketing Officer. Role 1. Social Media Handle Instagram, Facebook, LinkedIn, etc. Create engaging posts, reels, stories + content calendars
2. Content Creation Copywriting, basic graphics/video editing for posts & ads
3. Lead Generation Find + connect with foreign buyers/clients. Email outreach, LinkedIn prospecting, B2B platforms
4. Reporting Track performance, engagement, leads + monthly reports Must Have - Fluent in English + 1 other language mention Hindi/Spanish/Arabic/etc - Proven skills in social media management & post creation
- Experience with B2B lead gen / finding international buyers is a big plus
- Canva/CapCut/Photoshop + Meta Ads/Google Ads basics Qualities Creative, self-starter, good communication, target-oriented Location madurankuliya,puttalam Type Full-time Salary 100000+commission per order
Apply Send CV + portfolio/links of posts youve created + languages spoken to WhatsApp-
Only serious applicants with relevant experience."
Digital Marketing,Digital Marketing Executive,MBL Marketing (PVT) Ltd,Kegalle,,,,,https://ikman.lk/en/ad/digital-marketing-executive-kegalle-3,"WERE HIRING CREATIVE CONTENT CREATOR & DIGITAL MARKETING EXECUTIVE Company MBL Marketing (Pvt) Ltd Position Creative Content Creator & Digital Marketing Executive Salary Attractive Salary Package (Based on skills & experience)
Requirements Experience in content creation & digital marketing
Strong knowledge of Facebook, Instagram, LinkedIn & YouTube platforms
Ability to create engaging photo, video & written content
Familiar with Meta Ads, Google Ads, Canva or similar tools
Basic knowledge of analytics & campaign reporting
Creative mindset with attention to detail
Good communication & teamwork skills If you are passionate about creativity, branding, and social media growth, this is your chance to join a growing team. Location Mahakade Building, 58/1 Main Street, Mawanella Contact 077 773 3323
077 888 5893 Send your CV today and become part of the MBL Marketing team"
Digital Marketing,Social Media Digital Growth Manager,AKARA Apartments,Colombo,150000.0,300000.0,225000.0,,https://ikman.lk/en/ad/social-media-digital-growth-manager-colombo-3,"About AKARA
AKARA is a growing luxury real estate brand focused on how premium apartments are marketed, presented, and discovered online.
Were not looking for someone to simply post content.Were looking for someone who can build and manage a strong digital foundation that supports brand visibility, inbound demand, and long-term growth.
If you enjoy building structure around creativity, improving systems, and connecting digital work to real business outcomes, this role will suit you well. The Mission You will lead and scale AKARAs digital presence across social media and the website and help turn it into a reliable, well-structured growth channel.
This is a hands-on leadership role combining strategy, execution, and team coordination. Key Responsibilities 1. Social Media Leadership Own AKARAs presence across Instagram, TikTok, Facebook, LinkedIn, and YouTube Plan and execute follower and engagement growth strategies (organic + paid support) Ensure content builds trust, supports the brand, and generates inquiries Define and manage content pillars listings, lifestyle, education, behind-the-scenes, brand stories Track performance using clear metrics (reach, engagement, leads, conversions)
2. Content Strategy & Execution Lead content planning, ideation, and direction Maintain consistency in quality, tone, and messaging Work closely with video editors, designers, and photographers Convert property listings into strong, engaging digital content Stay updated on trends and adapt what fits the brand (not copy-paste trends)
3. Team & Workflow Management Coordinate content creators, designers, video editors, and external partners Set clear workflows, calendars, and basic SOPs Manage timelines, approvals, and quality control Ensure smooth execution from idea to publishing
4. Website, SEO & SEM Oversight Guide website content and structure to support lead generation Coordinate SEO basics (on-page, content optimization, local SEO) Oversee SEM / Google Ads coordination with specialists or agencies Ensure social, ads, and website work together as one funnel
5. Digital Improvement & Process Optimization Identify gaps or inefficiencies in current digital workflows Recommend and implement better tools, automations, or processes Improve coordination between marketing, sales, and operations Help move digital marketing from manual execution to scalable systems Approach digital growth with a business mindset, not just a marketing one Youre a Good Fit If You Have 35+ years of hands-on experience in digital marketing or social media
Have worked on growing brands, not just maintaining accounts
Understand how content, platforms, and data connect to business results
Are comfortable leading people, vendors, and processes
Have working knowledge of SEO, SEM, analytics, and websites
Are structured, proactive, and comfortable taking ownership
Can balance strategy with day-to-day execution Apply with examples of brands or accounts youve worked on and the growth you were responsible .
apply through Apply Now on this advert or send your CV to hr@akaraapartments.lk or WhatsApp to +94 77 663 5926."
Digital Marketing,Digital Marketing Executive,RED BERRYLS,Colombo,,,,37.0,https://ikman.lk/en/ad/digital-marketing-executive-colombo-424,"We are looking for a creative and energetic Digital Marketing Executive to join our team.
Responsibilities
Manage social media platforms (Facebook, Instagram, TikTok, LinkedIn)
Create and schedule marketing content
Handle online advertisements and promotions
Respond to customer inquiries and messages
Develop branding and marketing strategies
Prepare marketing reports and campaign updates
Coordinate with design and sales teams
Requirements
Experience in digital marketing and social media management
Good communication skills in English (Sinhala/Tamil will be an advantage)
Knowledge of Canva, Meta Ads, and basic video editing
Creative thinking and teamwork skills
Ability to work independently
Benefits
Attractive salary package
Friendly working environment
Career growth opportunities Location Colombo 06
Whatsapp your CV to +94777705710
email jiacity@yahoo.com"
Digital Marketing,Digital Marketing Assistant,Win Tattoo Supply (Pvt) Ltd,Colombo,,,,43.0,https://ikman.lk/en/ad/digital-marketing-assistant-colombo-2,"WERE HIRING DIGITAL MARKETING ASSISTANT Join our creative team and help grow our brand online. Were looking for an energetic and creative individual who is passionate about social media and digital marketing. Location Kottawa Responsibilities Create and manage content for Facebook, Instagram & TikTok Post stories and engaging social media updates regularly Manage and grow our social media pages Create attractive photo & video content Run and monitor paid advertisements Analyze performance and prepare reports Requirements Basic knowledge of digital marketing Creativity and good communication skills Familiar with social media platforms Team player with a positive attitude What We Offer Friendly working environment Career growth opportunities Training and development Competitive salary Apply Now via WhatsApp 075 052 7507"
Digital Marketing,Social Media Executive,Sisili Projects Consortium Pvt Ltd,Colombo,,,,44.0,https://ikman.lk/en/ad/social-media-executive-colombo-99,"Job Duties
Creating and publishing engaging content across social media platforms.
Supporting the planning and execution of social media campaigns.
Monitoring social media trends, platform updates and competitor activity.
Tracking and analysing performance to improve engagement and campaign results.
Working with internal teams to ensure consistent brand messaging.
Contributing to content calendars and creative campaign ideas.
Required Qualifications
Degree in Marketing, Business Management, Digital Media or a related field.
Minimum 1 year of experience in social media or digital marketing.
Good understanding of social media platforms, content formats and engagement strategies.
Familiarity with analytics tools and content scheduling platforms.
Strong communication skills with fluency in Sinhala and English (Tamil is an added advantage).
Well organized with the ability to manage multiple tasks and meet deadlines.
Creative mindset with a passion for digital content and storytelling."
Digital Marketing,Digital Marketing Executive,Private Poster,Colombo,75000.0,120000.0,97500.0,45.0,https://ikman.lk/en/ad/digital-marketing-and-seo-colombo,"WE ARE HIRING Digital Marketing Executive Company U&T International Location No. 273, Havelock Road, Colombo 06 Job Type Full-Time Salary Negotiable based on experience
Position Digital Marketing Executive
We are looking for a creative and energetic individual to manage digital marketing activities and handle our company website for our mobile phone & electronics showroom. Responsibilities Manage Facebook, Instagram, TikTok & other social media pages Create attractive posts, reels, banners & promotional content Handle online advertisements and boost campaigns Update and maintain the company website Upload new products, prices & promotions to the website Handle SEO and website content updates Reply to customer inquiries and manage online engagement Support showroom promotions and branding activities Basic photography/videography for products
Required Skills Good knowledge of social media marketing website handling knowledge Experience with Canva or Adobe design tools Ability to create engaging content and captions Creative mindset with new marketing ideas Good communication skills Extra Advantages Video editing skills Experience in electronics/mobile phone industry TikTok content creation experience
We Are Looking For Self-motivated and responsible person Passion for technology & digital trends Ability to work independently and meet deadlines Friendly and energetic personality How to Apply Send your CV & portfolio to uandt.2018@gmail.com WhatsApp Join U&T International and grow with the latest mobile & tech trends"
Digital Marketing,Social Media Digital Growth Manager,AKARA Apartments,Colombo,150000.0,300000.0,225000.0,46.0,https://ikman.lk/en/ad/social-media-digital-growth-manager-colombo-3,"About AKARA
AKARA is a growing luxury real estate brand focused on how premium apartments are marketed, presented, and discovered online.
Were not looking for someone to simply post content.Were looking for someone who can build and manage a strong digital foundation that supports brand visibility, inbound demand, and long-term growth.
If you enjoy building structure around creativity, improving systems, and connecting digital work to real business outcomes, this role will suit you well. The Mission You will lead and scale AKARAs digital presence across social media and the website and help turn it into a reliable, well-structured growth channel.
This is a hands-on leadership role combining strategy, execution, and team coordination. Key Responsibilities 1. Social Media Leadership Own AKARAs presence across Instagram, TikTok, Facebook, LinkedIn, and YouTube Plan and execute follower and engagement growth strategies (organic + paid support) Ensure content builds trust, supports the brand, and generates inquiries Define and manage content pillars listings, lifestyle, education, behind-the-scenes, brand stories Track performance using clear metrics (reach, engagement, leads, conversions)
2. Content Strategy & Execution Lead content planning, ideation, and direction Maintain consistency in quality, tone, and messaging Work closely with video editors, designers, and photographers Convert property listings into strong, engaging digital content Stay updated on trends and adapt what fits the brand (not copy-paste trends)
3. Team & Workflow Management Coordinate content creators, designers, video editors, and external partners Set clear workflows, calendars, and basic SOPs Manage timelines, approvals, and quality control Ensure smooth execution from idea to publishing
4. Website, SEO & SEM Oversight Guide website content and structure to support lead generation Coordinate SEO basics (on-page, content optimization, local SEO) Oversee SEM / Google Ads coordination with specialists or agencies Ensure social, ads, and website work together as one funnel
5. Digital Improvement & Process Optimization Identify gaps or inefficiencies in current digital workflows Recommend and implement better tools, automations, or processes Improve coordination between marketing, sales, and operations Help move digital marketing from manual execution to scalable systems Approach digital growth with a business mindset, not just a marketing one Youre a Good Fit If You Have 35+ years of hands-on experience in digital marketing or social media
Have worked on growing brands, not just maintaining accounts
Understand how content, platforms, and data connect to business results
Are comfortable leading people, vendors, and processes
Have working knowledge of SEO, SEM, analytics, and websites
Are structured, proactive, and comfortable taking ownership
Can balance strategy with day-to-day execution Apply with examples of brands or accounts youve worked on and the growth you were responsible .
apply through Apply Now on this advert or send your CV to hr@akaraapartments.lk or WhatsApp to +94 77 663 5926."
Digital Marketing,Social Media Marketing Executive - Female,Innovate Smart Campus,Colombo,,,,47.0,https://ikman.lk/en/ad/social-media-marketing-executive-female-colombo,"We are looking for a creative, energetic, and responsible female candidate to join our team as a Social Media Marketing Executive. Responsibilities Manage Facebook, Instagram, and TikTok marketing campaigns Create engaging social media posts, reels, and short videos Create AI-generated videos and promotional content Record and edit videos for marketing purposes Reply to comments, messages, and customer inquiries on social media platforms Plan and schedule social media content Support branding and digital marketing activities Monitor social media engagement and audience growth Handle day-to-day social media marketing responsibilities Requirements Age between 18 40 years Minimum qualification Passed G.C.E. A/L Bachelors Degree or Diploma in IT, Digital Marketing, Multimedia, or equivalent is preferred Good knowledge of Facebook, Instagram, and TikTok platforms Basic video editing and content creation skills Creative thinking and good communication skills Ability to work independently and responsibly"
Digital Marketing,Digital Marketing Executive,GRANT TECH HOLDINGS (PVT) LTD,Colombo,,,,51.0,https://ikman.lk/en/ad/digital-marketing-executive-colombo-423,"Job Opportunity Digital Marketing Executive
We are looking for a creative and results-driven Digital Marketing Executive to join our team.
Address - 100,Pepiliyana Road,Nedimala, Dehiwala Job Role
Digital Marketing Executive Job Type
Full-time Working Hours Weekdays 8 30 AM 5 00 PM Saturdays 8 30 AM 1 00 PM Benefits EPF / ETF Annual Bonus Medical Insurance Sales Commission Requirements Minimum 6 months work experience Proficiency in Adobe Photoshop, Illustrator, or similar design software Good computer knowledge Ability to read and write in English Male / Female candidates can apply Application Method
Phone Calls / WhatsApp Contact Numbers
071 91 92 815
071 93 92 815
071 59 00 060 Employer
GRANT TECH HOLDINGS (PVT) LTD Application Deadline Immediate"
